age_upon_outcome,name,sex_upon_outcome,sex,spay/neuter,Periods,period_range,cat/kitten,age_group,outcome_weekday,breed1,cfa_breed,domestic_breed,coat_pattern,color1,color2,coat,outcome
1 weeks,0,Unknown,Female,Yes,1,7,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,blue,none,blue,Euthanasia-- Suffering
6 months,0,Unknown,Female,Yes,6,30,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,black,none,black,Euthanasia-- Suffering
4 years,1,Spayed Female,Female,Yes,4,365,Cat,"(2.2, 4.4]",Saturday,domestic mediumhair,False,True,tortie,Breed Specific,none,tortie,Adoption-- Foster
10 years,1,Intact Male,Male,No,10,365,Cat,"(8.8, 11.0]",Wednesday,domestic mediumhair,False,True,missing,blue,none,blue,Return to Owner-- 
2 weeks,0,Unknown,Female,Yes,2,7,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
3 years,1,Spayed Female,Female,Yes,3,365,Cat,"(2.2, 4.4]",Saturday,domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Return to Owner-- 
6 months,0,Neutered Male,Male,Yes,6,30,Cat,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,cream ,white,cream ,Adoption-- 
3 years,0,Neutered Male,Male,Yes,3,365,Cat,"(2.2, 4.4]",Friday,domestic longhair,False,True,missing,black,none,black,Transfer-- Partner
1 year,1,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,blue ,white,blue ,Return to Owner-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,cream ,white,cream ,Adoption-- 
1 year,0,Intact Female,Female,No,1,365,Cat,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,blue,white,blue,Transfer-- Snr
1 year,0,Intact Female,Female,No,1,365,Cat,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,missing,black,none,black,Return to Owner-- 
1 year,0,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,black,white,black,Transfer-- SCRP
2 years,1,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Wednesday,domestic mediumhair,False,True,missing,black,white,black,Transfer-- Partner
2 months,0,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Transfer-- SCRP
6 months,1,Spayed Female,Female,Yes,6,30,Cat,"(-0.022, 2.2]",Monday,domestic mediumhair,False,True,tabby,brown,none,brown,Adoption-- 
4 weeks,0,Unknown,Female,Yes,4,7,Kitten,"(-0.022, 2.2]",Wednesday,domestic mediumhair,False,True,tabby,gray ,white,gray ,Transfer-- Partner
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Wednesday,russian blue,True,False,missing,blue,none,blue,Adoption-- Foster
2 months,0,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- 
3 days,0,Unknown,Female,Yes,3,1,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Adoption-- Foster
7 years,0,Intact Male,Male,No,7,365,Cat,"(6.6, 8.8]",Saturday,domestic shorthair,False,True,missing,blue,white,blue,Euthanasia-- Suffering
2 years,0,Intact Female,Female,No,2,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,none,black,Transfer-- SCRP
1 year,0,Intact Female,Female,No,1,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- SCRP
2 weeks,0,Intact Male,Male,No,2,7,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,black,black,Transfer-- Partner
2 months,1,Intact Male,Male,No,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
4 weeks,0,Intact Female,Female,No,4,7,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic mediumhair,False,True,tabby,orange ,white,orange ,Adoption-- 
4 months,1,Spayed Female,Female,Yes,4,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,blue,white,blue,Adoption-- Foster
3 weeks,0,Intact Male,Male,No,3,7,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- Partner
1 year,0,Intact Female,Female,No,1,365,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Transfer-- SCRP
5 months,1,Spayed Female,Female,Yes,5,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Adoption-- Foster
1 year,0,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- SCRP
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Transfer-- Partner
12 years,0,Intact Male,Male,No,12,365,Cat,"(11.0, 13.2]",Thursday,domestic shorthair,False,True,tabby,blue,none,blue,Euthanasia-- Suffering
1 year,0,Unknown,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic longhair,False,True,missing,black,none,black,Transfer-- SCRP
1 year,0,Unknown,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,silver,none,silver,Euthanasia-- Suffering
4 years,1,Neutered Male,Male,Yes,4,365,Cat,"(2.2, 4.4]",Wednesday,domestic shorthair,False,True,tabby,blue,none,blue,Transfer-- Partner
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,cream,none,cream,Adoption-- Foster
1 year,1,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
2 years,0,Intact Female,Female,No,2,365,Cat,"(-0.022, 2.2]",Tuesday,domestic mediumhair,False,True,missing,black,white,black,Transfer-- SCRP
3 years,1,Spayed Female,Female,Yes,3,365,Cat,"(2.2, 4.4]",Saturday,siamese,True,False,point,seal,none,seal,Adoption-- Foster
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,white,black,Adoption-- 
3 years,1,Spayed Female,Female,Yes,3,365,Cat,"(2.2, 4.4]",Sunday,siamese,True,False,point,lynx,none,lynx,Adoption-- 
1 year,0,Unknown,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,blue,none,blue,Transfer-- SCRP
1 year,1,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,orange ,white,orange ,Return to Owner-- 
0 years,0,Intact Male,Male,No,0,365,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,blue,none,blue,Transfer-- Partner
3 weeks,1,Intact Female,Female,No,3,7,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,white,brown,white,Transfer-- Partner
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic longhair,False,True,tabby,black ,white,black ,Adoption-- Foster
3 months,0,Spayed Female,Female,Yes,3,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,black,none,black,Adoption-- Foster
1 month,1,Intact Female,Female,No,1,30,Kitten,"(-0.022, 2.2]",Tuesday,siamese,True,False,point,seal,none,seal,Transfer-- Partner
1 month,1,Intact Female,Female,No,1,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
4 months,1,Neutered Male,Male,Yes,4,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Adoption-- Foster
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Friday,domestic mediumhair,False,True,tabby,brown ,white,brown ,Adoption-- 
8 years,1,Neutered Male,Male,Yes,8,365,Cat,"(6.6, 8.8]",Tuesday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- Foster
2 years,1,Spayed Female,Female,Yes,2,365,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,none,black,Adoption-- 
3 months,1,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,blue,none,blue,Adoption-- Foster
15 years,0,Neutered Male,Male,Yes,15,365,Cat,"(13.2, 15.4]",Saturday,domestic longhair,False,True,missing,black,white,black,Transfer-- Partner
2 years,1,Intact Male,Male,No,2,365,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,blue,none,blue,Return to Owner-- 
1 year,1,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,black,none,black,Adoption-- 
3 months,1,Spayed Female,Female,Yes,3,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,blue,none,blue,Adoption-- Foster
5 months,1,Neutered Male,Male,Yes,5,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- Foster
1 month,0,Intact Female,Female,No,1,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,blue ,white,blue ,Transfer-- Partner
6 months,1,Neutered Male,Male,Yes,6,30,Cat,"(-0.022, 2.2]",Thursday,domestic mediumhair,False,True,tabby,cream ,white,cream ,Transfer-- Partner
14 years,1,Neutered Male,Male,Yes,14,365,Cat,"(13.2, 15.4]",Friday,domestic longhair,False,True,missing,white,none,white,Euthanasia-- Suffering
9 months,1,Spayed Female,Female,Yes,9,30,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
4 weeks,1,Intact Male,Male,No,4,7,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
4 years,1,Neutered Male,Male,Yes,4,365,Cat,"(2.2, 4.4]",Sunday,domestic shorthair,False,True,tabby,brown ,white,brown ,Return to Owner-- 
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,silver,none,silver,Adoption-- 
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Adoption-- Foster
1 month,1,Intact Male,Male,No,1,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,white,black,white,Transfer-- Partner
5 months,0,Intact Male,Male,No,5,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
1 week,0,Unknown,Female,Yes,1,7,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
2 weeks,0,Unknown,Female,Yes,2,7,Kitten,"(-0.022, 2.2]",Tuesday,american shorthair,True,False,missing,black,white,black,Transfer-- Partner
3 months,1,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
2 years,0,Intact Female,Female,No,2,365,Cat,"(-0.022, 2.2]",Monday,domestic mediumhair,False,True,calico,Breed Specific,none,calico,Transfer-- Partner
2 years,1,Neutered Male,Male,Yes,2,365,Cat,"(-0.022, 2.2]",Monday,siamese,True,False,point,blue,none,blue,Adoption-- Foster
3 months,0,Spayed Female,Female,Yes,3,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- Foster
3 weeks,0,Unknown,Female,Yes,3,7,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
6 years,1,Spayed Female,Female,Yes,6,365,Cat,"(4.4, 6.6]",Wednesday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Return to Owner-- 
2 weeks,0,Intact Male,Male,No,2,7,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- Partner
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Adoption-- Foster
1 year,1,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
4 months,1,Neutered Male,Male,Yes,4,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
5 years,1,Spayed Female,Female,Yes,5,365,Cat,"(4.4, 6.6]",Sunday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- Foster
5 months,0,Intact Female,Female,No,5,30,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,blue,none,blue,Transfer-- SCRP
2 years,0,Spayed Female,Female,Yes,2,365,Cat,"(-0.022, 2.2]",Thursday,siamese,True,False,point,lynx,none,lynx,Transfer-- Snr
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
1 year,1,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
4 years,1,Neutered Male,Male,Yes,4,365,Cat,"(2.2, 4.4]",Wednesday,domestic shorthair,False,True,missing,white,black,white,Adoption-- 
2 months,0,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,blue,none,blue,Adoption-- 
1 year,0,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,cream,none,cream,Transfer-- Partner
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- 
4 weeks,0,Unknown,Female,Yes,4,7,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,brown ,white,brown ,Euthanasia-- Suffering
4 weeks,0,Intact Female,Female,No,4,7,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,orange,none,orange,Transfer-- Partner
4 years,1,Neutered Male,Male,Yes,4,365,Cat,"(2.2, 4.4]",Monday,domestic shorthair,False,True,tabby,blue,none,blue,Transfer-- Partner
1 year,0,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- Partner
5 months,1,Spayed Female,Female,Yes,5,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,orange,none,orange,Transfer-- Partner
4 weeks,0,Unknown,Female,Yes,4,7,Kitten,"(-0.022, 2.2]",Friday,domestic longhair,False,True,calico,Breed Specific,none,calico,Transfer-- Partner
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- Foster
3 years,0,Intact Male,Male,No,3,365,Cat,"(2.2, 4.4]",Monday,domestic shorthair,False,True,tabby,brown,none,brown,Euthanasia-- Suffering
1 year,0,Intact Female,Female,No,1,365,Cat,"(-0.022, 2.2]",Friday,siamese,True,False,point,lilac,none,lilac,Transfer-- Partner
13 years,1,Intact Male,Male,No,13,365,Cat,"(11.0, 13.2]",Tuesday,domestic shorthair,False,True,tabby,brown,none,brown,Died-- In Kennel
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,none,black,Adoption-- Foster
4 months,1,Neutered Male,Male,Yes,4,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- Foster
1 year,1,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,missing,black,white,black,Adoption-- 
1 year,0,Spayed Female,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,orange ,white,orange ,Transfer-- SCRP
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Monday,siamese,True,False,tortie,Breed Specific,none,tortie,Adoption-- 
2 years,0,Unknown,Female,Yes,2,365,Cat,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- SCRP
2 weeks,0,Unknown,Female,Yes,2,7,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,blue,none,blue,Transfer-- Partner
3 months,0,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Adoption-- 
1 year,0,Intact Male,Male,No,1,365,Cat,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,missing,black,none,black,Transfer-- SCRP
2 years,0,Intact Female,Female,No,2,365,Cat,"(-0.022, 2.2]",Sunday,domestic mediumhair,False,True,torbie,Breed Specific,none,torbie,Transfer-- SCRP
3 months,0,Neutered Male,Male,Yes,3,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,missing,black,white,black,Died-- In Surgery
1 year,1,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Saturday,domestic longhair,False,True,missing,black,white,black,Transfer-- Partner
4 years,1,Neutered Male,Male,Yes,4,365,Cat,"(2.2, 4.4]",Wednesday,domestic shorthair,False,True,missing,black,none,black,Return to Owner-- 
17 years,1,Neutered Male,Male,Yes,17,365,Cat,"(15.4, 17.6]",Sunday,domestic shorthair,False,True,tabby,orange ,white,orange ,Return to Owner-- 
1 month,0,Intact Male,Male,No,1,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic mediumhair,False,True,tabby,brown ,white,brown ,Euthanasia-- Suffering
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,orange,none,orange,Adoption-- Foster
9 months,1,Spayed Female,Female,Yes,9,30,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown,none,brown,Adoption-- 
1 year,0,Intact Female,Female,No,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
5 months,1,Neutered Male,Male,Yes,5,30,Kitten,"(-0.022, 2.2]",Sunday,domestic mediumhair,False,True,missing,black,white,black,Adoption-- 
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,white,black,Adoption-- Foster
2 years,0,Spayed Female,Female,Yes,2,365,Cat,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Snr
9 years,1,Neutered Male,Male,Yes,9,365,Cat,"(8.8, 11.0]",Thursday,domestic shorthair,False,True,tabby,blue,none,blue,Adoption-- 
7 months,1,Neutered Male,Male,Yes,7,30,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
2 years,1,Spayed Female,Female,Yes,2,365,Cat,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,blue,white,blue,Adoption-- 
1 year,1,Intact Female,Female,No,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Transfer-- Partner
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Sunday,domestic mediumhair,False,True,calico,Breed Specific,none,calico,Adoption-- Offsite
3 weeks,0,Intact Female,Female,No,3,7,Kitten,"(-0.022, 2.2]",Sunday,domestic shorthair,False,True,tabby,brown ,white,brown ,Transfer-- Partner
1 year,0,Intact Female,Female,No,1,365,Cat,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,black,none,black,Euthanasia-- 
4 months,1,Neutered Male,Male,Yes,4,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,orange ,white,orange ,Adoption-- 
5 months,0,Intact Female,Female,No,5,30,Kitten,"(-0.022, 2.2]",Tuesday,domestic shorthair,False,True,missing,gray,white,gray,Transfer-- SCRP
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,calico,Breed Specific,none,calico,Adoption-- 
2 years,1,Intact Female,Female,No,2,365,Cat,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,white,black,white,Transfer-- Partner
2 months,1,Intact Male,Male,No,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,blue ,white,blue ,Adoption-- 
4 years,1,Spayed Female,Female,Yes,4,365,Cat,"(2.2, 4.4]",Monday,domestic shorthair,False,True,torbie,Breed Specific,none,torbie,Transfer-- Partner
3 months,1,Spayed Female,Female,Yes,3,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Transfer-- Partner
1 month,1,Intact Female,Female,No,1,30,Kitten,"(-0.022, 2.2]",Wednesday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- Partner
4 days,0,Unknown,Female,Yes,4,1,Kitten,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
1 year,0,Unknown,Female,Yes,1,365,Cat,"(-0.022, 2.2]",Thursday,domestic shorthair,False,True,tabby,cream ,white,cream ,Return to Owner-- 
8 years,1,Spayed Female,Female,Yes,8,365,Cat,"(6.6, 8.8]",Monday,domestic shorthair,False,True,missing,black,white,black,Transfer-- Partner
5 months,0,Intact Male,Male,No,5,30,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,missing,black,white,black,Transfer-- SCRP
1 year,1,Neutered Male,Male,Yes,1,365,Cat,"(-0.022, 2.2]",Saturday,domestic longhair,False,True,missing,blue,white,blue,Transfer-- Partner
2 months,1,Neutered Male,Male,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,white,none,white,Adoption-- Foster
1 month,1,Intact Male,Male,No,1,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,missing,white,black,white,Transfer-- Partner
6 months,1,Spayed Female,Female,Yes,6,30,Cat,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,tortie,Breed Specific,none,tortie,Adoption-- 
1 day,0,Intact Male,Male,No,1,1,Kitten,"(-0.022, 2.2]",Monday,domestic shorthair,False,True,missing,black,none,black,Transfer-- Partner
3 months,0,Intact Male,Male,No,3,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,brown,none,brown,Transfer-- SCRP
2 months,1,Spayed Female,Female,Yes,2,30,Kitten,"(-0.022, 2.2]",Saturday,domestic shorthair,False,True,tabby,blue ,white,blue ,Adoption-- 
3 weeks,1,Intact Female,Female,No,3,7,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,point,lynx,none,lynx,Transfer-- Partner
2 days,0,Unknown,Female,Yes,2,1,Kitten,"(-0.022, 2.2]",Friday,domestic shorthair,False,True,tabby,blue,none,blue,Transfer-- Partner
11 years,0,Neutered Male,Male,Yes,11,365,Cat,"(8.8, 11.0]",Saturday,maine coon,True,False,missing,blue,white,blue,Adoption-- 
7 years,1,Neutered Male,Male,Yes,7,365,Cat,"(6.6, 8.8]",Tuesday,domestic shorthair,False,True,tabby,brown ,white,brown ,Return to Owner-- 
